                                                                                
                                                                                
Sample,aX,aY,az,Temp,gX,gY,gz                                                   
872,1428,-9484,12088,-1728,-1168,-130,170                                       
873,1156,-9828,11552,-1728,-1238,103,-636                                       
874,956,-10428,11372,-1744,-1447,-73,-564                                       
875,1136,-10436,11636,-1728,-1464,-34,-376                                      
876,1096,-10712,11484,-1744,-975,-57,-418                                       
877,1184,-10564,11428,-1744,-314,-564,581                                       
878,1228,-10220,11644,-1728,-423,-233,77                                        
879,1304,-10576,11424,-1744,16,-748,286                                         
880,1364,-10508,11700,-1744,-318,-253,-420                                      
881,1308,-10260,11416,-1760,-865,-26,-515                                       
882,1332,-10504,11624,-1728,-55,-332,-85                                        
883,1376,-10576,11540,-1744,-131,-165,-80                                       
884,952,-10676,11424,-1744,-1232,-361,-62                                       
885,1272,-10236,11868,-1760,-450,41,-37                                         
886,1116,-10736,11492,-1728,-1121,499,88                                        
887,1188,-8804,11136,-1760,-882,-168,1141                                       
888,1612,-10956,12652,-1712,1265,-1621,861                                      
889,1012,-9356,10084,-1760,-82,-839,316                                         
890,1892,-11916,12456,-1744,-713,-416,-346                                      
891,1404,-10092,11076,-1744,420,332,-468                                        
892,1156,-9172,11348,-1744,-214,380,-690                                        
893,1096,-10300,12148,-1776,-130,11,-1067                                       
894,856,-11096,11648,-1728,-523,68,-1054                                        
895,768,-9764,10892,-1728,147,-109,-1280                                        
896,1792,-10380,11824,-1728,-217,403,182                                        
897,1864,-8660,11964,-1744,1006,649,128                                         
898,1368,-10712,12640,-1728,-626,-632,493                                       
899,1076,-10208,12248,-1744,-1091,-485,300                                      
900,896,-10228,11896,-1728,-464,-478,404                                        
901,1160,-9856,11580,-1760,-856,-552,116                                        
902,556,-9796,11412,-1744,-301,-1102,-905                                       
903,968,-10572,12224,-1712,279,-2364,-1887                                      
904,440,-9860,11504,-1728,185,-2591,-1151                                       
905,2968,-10156,12500,-1744,-114,-4654,-5194                                    
906,2092,-9196,11056,-1744,-1929,-3484,-6626                                    
907,4672,-11448,12436,-1744,2048,1294,2828                                      
908,3612,-7192,9480,-1728,966,72,397                                            
909,6044,-9248,13640,-1744,-1905,2408,624                                       
910,2100,-9264,9464,-1760,566,4451,3337                                         
911,1688,-9452,11360,-1696,4004,3744,4072                                       
912,2788,-9672,13348,-1728,-950,2372,2183                                       
913,1012,-8184,11572,-1776,37,1442,22                                           
914,240,-8872,12032,-1728,-1280,-229,-521                                       
915,312,-10592,12568,-1744,-645,-26,281                                         
916,-408,-10360,12956,-1728,916,-248,578                                        
917,-88,-9472,10832,-1744,-493,-998,1121                                        
918,1796,-7424,11316,-1744,691,-1723,839                                        
919,2856,-7840,14276,-1744,-2698,1138,-1043                                     
920,2520,-9900,12144,-1744,-201,1478,-668                                       
921,1216,-8992,12732,-1744,-1186,1028,-1530                                     
922,804,-10528,12808,-1744,-1396,1746,-2065                                     
923,-416,-10404,11604,-1744,-852,1083,-486                                      
924,64,-10412,11540,-1744,-46,428,-341                                          
925,792,-11192,12512,-1744,929,-541,541                                         
926,148,-7028,7904,-1744,-746,-2042,294                                         
927,2844,-14368,14912,-1712,-739,-496,-139                                      
928,1336,-9684,12560,-1712,132,352,-217                                         
929,276,-9604,11624,-1728,-427,-725,-318                                        
930,200,-8668,12872,-1728,-886,-536,333                                         
931,680,-8432,11188,-1728,-971,-494,418                                         
932,1456,-8544,12844,-1712,-1633,-778,157                                       
933,1076,-10712,12588,-1728,-1894,-1139,-85                                     
934,2292,-9064,11560,-1696,-53,-803,-352                                        
935,1336,-7000,11188,-1728,-227,996,-412                                        
936,1564,-9600,11432,-1696,-1219,641,-355                                       
937,884,-9916,12560,-1712,374,1008,-528                                         
938,680,-10388,12380,-1760,903,909,-491                                         
939,564,-8348,11556,-1728,-928,390,402                                          
940,428,-10588,12752,-1728,891,-630,-430                                        
941,984,-8952,11672,-1728,-490,-271,-123                                        
942,1104,-9520,12424,-1760,-777,-525,80                                         
943,920,-10056,12288,-1728,257,-101,-82                                         
944,956,-8952,12080,-1728,153,-61,-148                                          
945,952,-9568,12180,-1712,-1089,-243,-151                                       
946,852,-8724,12636,-1728,-2059,-63,-745                                        
947,532,-10200,13404,-1760,-365,436,-989                                        
948,360,-8980,11768,-1728,-2099,1929,-2211                                      
949,1016,-8820,11992,-1712,-1263,841,-3077                                      
950,780,-9576,10968,-1728,-2903,-58,-1753                                       
951,624,-10588,11156,-1744,-3256,-678,-740                                      
952,816,-11288,11656,-1760,-1174,-297,-167                                      
953,844,-10240,11480,-1712,-751,120,403                                         
954,1152,-10796,12036,-1712,-150,292,595                                        
955,996,-9824,11716,-1744,158,479,573                                           
956,744,-9492,11292,-1696,-1280,69,310                                          
957,1004,-10604,12120,-1712,81,114,468                                          
958,888,-9848,11412,-1712,-535,382,460                                          
959,616,-9988,11672,-1744,93,-113,-193                                          
960,816,-9816,11712,-1728,-732,-421,-183                                        
961,864,-9988,11756,-1728,-1425,-578,-307                                       
962,768,-9552,11640,-1712,-2270,-1026,689                                       
963,1108,-12260,12524,-1760,81,89,80                                            
964,452,-9220,10864,-1728,-839,61,56                                            
965,744,-10612,11788,-1744,-671,-147,207                                        
966,84,-11468,13836,-1744,682,137,338                                           
967,556,-8596,11036,-1696,1168,-315,-95                                         
968,2412,-13520,13240,-1728,-5385,-575,1674                                     
969,2620,-15064,12804,-1728,938,14,543                                          
970,400,-8568,10324,-1744,405,1663,-870                                         
971,392,-8920,11536,-1744,-1346,745,-550                                        
972,-600,-5588,10544,-1744,-1712,373,-1367                                      
973,1784,-10532,12904,-1728,-2783,-338,-2501                                    
974,1516,-11896,11816,-1760,-1473,1440,-2336                                    
975,976,-11264,11092,-1728,-2001,1415,-2023                                     
976,1292,-10448,10948,-1728,-875,1098,-2327                                     
977,1844,-10600,11156,-1744,-1218,232,-1415                                     
978,1944,-10184,11464,-1712,-847,491,-3370                                      
979,1760,-11316,11452,-1728,-1534,822,-2672                                     
980,1612,-10140,11484,-1744,-651,711,-2294                                      
981,2104,-10344,11816,-1776,-908,1230,-2803                                     
982,972,-9796,11340,-1728,-1165,754,-2491                                       
983,1224,-11628,11844,-1744,-3267,628,-2202                                     
984,900,-11536,10836,-1744,-1492,1317,-2036                                     
985,1244,-11828,10356,-1696,-1741,2005,-3054                                    
986,1316,-12500,10104,-1744,-1212,1566,-1814                                    
987,1608,-12768,10316,-1712,1348,1119,-583                                      
988,-436,-9808,9716,-1728,1465,605,520                                          
989,-520,-12896,10616,-1728,1432,364,1143                                       
990,-1284,-11316,10564,-1760,1546,-345,898                                      
991,-332,-11384,11112,-1728,4909,-2246,-388                                     
992,1912,-9972,12036,-1744,2122,-2111,-321                                      
993,1520,-9484,11924,-1728,-237,-725,-195                                       
994,1284,-10108,11468,-1712,-875,-441,-341                                      
995,1408,-10788,12132,-1728,-793,42,-116                                        
996,1752,-10584,11436,-1680,-321,219,-73                                        
997,1448,-9796,11916,-1712,-472,39,-52                                          
998,1468,-10152,11676,-1760,-1272,-103,-334                                     
999,1804,-10160,11572,-1728,-1045,-331,-511                                     
1000,1328,-10556,11616,-1728,-1856,152,-318                                     
1001,1324,-9784,11340,-1712,-4889,434,-574                                      
1002,1504,-10568,11152,-1712,-7134,643,-678                                     
1003,1356,-12464,10500,-1760,-4528,677,-761                                     
1004,1340,-12688,10140,-1728,833,-377,-59                                       
1005,1388,-11444,10728,-1760,1504,-531,-6                                       
1006,1476,-10976,10752,-1744,-176,-263,-57                                      
1007,1424,-11308,10644,-1728,-551,6,-21                                         
1008,1300,-11408,10692,-1760,164,-174,3                                         
1009,1440,-10952,10908,-1728,-93,-363,-113                                      
1010,1396,-11328,10640,-1712,-519,-203,-124                                     
1011,1412,-11160,10828,-1744,60,-273,-11                                        
1012,1428,-10940,10916,-1712,-782,-233,-223                                     
1013,1348,-11124,10800,-1712,-1436,-278,-251                                    
1014,1624,-11176,10824,-1712,-2276,-256,-397                                    
1015,1376,-11580,10544,-1744,-2471,-298,-513                                    
1016,1504,-11992,10456,-1712,-359,-453,-302                                     
1017,1644,-11056,10732,-1728,256,-683,-94                                       
1018,1588,-11356,10692,-1712,-988,-249,-246                                     
1019,1568,-11396,10524,-1744,-1055,-282,-259                                    
1020,1640,-11536,10504,-1744,-1113,-242,-223                                    
1021,1600,-11632,10456,-1744,-1181,-210,-194                                    
1022,1560,-11704,10256,-1744,-958,-146,-156                                     
1023,1592,-11692,10364,-1728,-434,-91,-27                                       
1024,1528,-11620,10328,-1712,-384,-225,-71                                      
1025,1608,-11580,10328,-1728,-547,-163,-76                                      
1026,1584,-11612,10316,-1728,-513,-162,-100                                     
1027,1640,-11652,10456,-1712,-456,-142,-64                                      
1028,1552,-11700,10432,-1728,-606,-162,-108                                     
1029,1736,-11632,10432,-1728,-507,-184,-98                                      
1030,1584,-11732,10456,-1744,-468,-138,-85                                      
1031,1520,-11636,10548,-1696,-520,-129,-69                                      
1032,1632,-11632,10276,-1712,-699,-166,-124                                     
1033,1532,-11680,10540,-1712,-381,-137,-70                                      
1034,1652,-11572,10232,-1728,-542,-119,-68                                      
1035,1612,-11588,10388,-1744,-447,-127,-29                                      
1036,1552,-11608,10448,-1712,-279,-49,17                                        
1037,1548,-11484,10456,-1712,-476,-118,-54                                      
1038,1640,-11628,10380,-1728,-566,-202,-100                                     
1039,1644,-11608,10304,-1728,-400,-146,-21                                      
1040,1552,-11616,10404,-1744,-531,-97,-74                                       
1041,1516,-11620,10532,-1728,-351,-183,-95                                      
1042,1568,-11532,10404,-1744,-562,-180,-123                                     
1043,1552,-11704,10472,-1712,-460,-139,-69                                      
1044,1492,-11460,10436,-1728,-403,-206,-97                                      
1045,1496,-11548,10480,-1712,-632,-103,-60                                      
1046,1480,-11580,10292,-1712,-414,-209,-69                                      
1047,1516,-11572,10580,-1712,-555,-212,-82                                      
1048,1532,-11576,10440,-1744,-386,-143,-46                                      
1049,1352,-11560,10540,-1696,-562,-174,-96                                      
1050,1428,-11600,10396,-1712,-514,-183,-135                                     
1051,1596,-11532,10488,-1712,-259,-191,-25                                      
1052,1492,-11480,10416,-1728,-660,-132,-105                                     
1053,1436,-11668,10496,-1728,-355,-129,-28                                      
1054,1456,-11460,10412,-1744,-535,-164,-75                                      
1055,1384,-11632,10512,-1728,-467,-175,-66                                      
1056,1564,-11508,10396,-1744,-516,-197,-111                                     
1057,1512,-11532,10464,-1712,-531,-122,-33                                      
1058,1440,-11508,10684,-1728,-340,-212,-53                                      
1059,1512,-11524,10416,-1712,-597,-180,-126                                     
1060,1428,-11552,10440,-1696,-389,-229,-68                                      
1061,1476,-11528,10452,-1696,-627,-149,-115                                     
1062,1536,-11580,10564,-1712,-385,-175,-68                                      
1063,1508,-11560,10496,-1728,-405,-144,-54                                      
1064,1520,-11452,10504,-1744,-490,-174,-96                                      
1065,1436,-11520,10452,-1728,-390,-191,-53                                      
1066,1436,-11560,10544,-1712,-571,-207,-130                                     
1067,1532,-11544,10564,-1712,-430,-164,-36                                      
1068,1356,-11528,10456,-1696,-517,-197,-121                                     
1069,1572,-11548,10672,-1744,-356,-174,-72                                      
1070,1468,-11432,10516,-1744,-529,-130,-53                                      
1071,1360,-11596,10540,-1728,-454,-172,-54                                      
1072,1464,-11408,10528,-1744,-443,-213,-113                                     
1073,1584,-11440,10584,-1712,-566,-175,-101                                     
1074,1500,-11368,10596,-1744,-500,-204,-118                                     
1075,1396,-11496,10564,-1728,-608,-215,-145                                     
1076,1296,-11576,10528,-1712,-452,-248,-97                                      
1077,1536,-11460,10572,-1712,-592,-197,-104                                     
1078,1616,-11580,10420,-1712,-452,-201,-76                                      
1079,1460,-11500,10528,-1728,-501,-193,-63                                      
1080,1512,-11528,10696,-1712,-543,-241,-125                                     
1081,1356,-11584,10516,-1728,-550,-190,-109                                     
1082,1536,-11484,10512,-1728,-567,-219,-100                                     
1083,1508,-11440,10636,-1712,-460,-166,-58                                      
1084,1516,-11436,10744,-1712,-562,-229,-137                                     
1085,1516,-11484,10420,-1744,-571,-215,-93                                      
1086,1632,-11508,10580,-1728,-479,-240,-114                                     
1087,1500,-11496,10604,-1712,-502,-250,-104                                     
1088,1376,-11476,10436,-1712,-510,-163,-89                                      
1089,1596,-11652,10592,-1728,-504,-170,-73                                      
1090,1380,-11568,10536,-1744,-509,-204,-119                                     
1091,1464,-11516,10652,-1712,-496,-215,-111                                     
1092,1496,-11532,10612,-1760,-528,-158,-71                                      
1093,1456,-11552,10480,-1680,-515,-153,-80                                      
1094,1444,-11472,10624,-1744,-468,-176,-69                                      
1095,1620,-11512,10676,-1744,-530,-184,-130                                     
1096,1588,-11404,10552,-1712,-421,-138,-68                                      
1097,1420,-11536,10556,-1728,-555,-96,-67                                       
1098,1572,-11508,10592,-1744,-537,-140,-81                                      
1099,1524,-11472,10652,-1728,-542,-133,-73                                      
1100,1428,-11344,10616,-1744,-597,-156,-89                                      
1101,1524,-11412,10436,-1728,-625,-129,-60                                      
1102,1440,-11460,10544,-1712,-622,-171,-96                                      
1103,1504,-11536,10560,-1728,-612,-158,-88                                      
1104,1360,-11568,10512,-1712,-478,-207,-62                                      
1105,1552,-11464,10616,-1712,-528,-191,-127                                     
1106,1456,-11408,10496,-1728,-452,-155,-39                                      
1107,1432,-11436,10640,-1744,-608,-104,-67                                      
1108,1340,-11580,10552,-1728,-378,-140,-23                                      
1109,1420,-11568,10492,-1744,-565,-135,-97                                      
1110,1404,-11576,10428,-1760,-404,-150,-54                                      
1111,1452,-11456,10588,-1744,-475,-122,-55                                      
1112,1476,-11448,10500,-1712,-471,-204,-86                                      
1113,1556,-11476,10460,-1744,-436,-198,-80                                      
1114,1468,-11532,10616,-1712,-544,-210,-124                                     
1115,1416,-11444,10444,-1728,-559,-185,-97                                      
1116,1580,-11524,10408,-1712,-495,-163,-76                                      
1117,1424,-11448,10528,-1728,-534,-149,-108                                     
1118,1484,-11504,10476,-1696,-501,-167,-73                                      
1119,1340,-11476,10620,-1712,-460,-186,-72                                      
1120,1392,-11608,10676,-1728,-531,-138,-101                                     
1121,1472,-11460,10552,-1696,-554,-209,-105                                     
1122,1412,-11428,10596,-1696,-566,-118,-115                                     
1123,1520,-11464,10480,-1744,-466,-206,-92                                      
1124,1496,-11508,10592,-1728,-491,-134,-74                                      
1125,1344,-11328,10568,-1744,-440,-127,-43                                      
1126,1316,-11488,10560,-1728,-457,-227,-73                                      
1127,1396,-11408,10620,-1728,-439,-214,-103                                     
1128,1480,-11428,10592,-1680,-560,-186,-105                                     
1129,1512,-11548,10544,-1680,-454,-205,-103                                     
1130,1372,-11444,10616,-1696,-576,-229,-112                                     
1131,1480,-11476,10620,-1696,-576,-203,-133                                     
1132,1444,-11448,10476,-1680,-474,-211,-105                                     
1133,1464,-11376,10588,-1712,-596,-124,-121                                     
1134,1416,-11520,10568,-1728,-516,-226,-99                                      
1135,1504,-11424,10412,-1712,-557,-189,-95                                      
1136,1544,-11580,10468,-1696,-576,-189,-97                                      
1137,1516,-11408,10608,-1712,-525,-260,-104                                     
1138,1424,-11436,10396,-1712,-528,-190,-96                                      
1139,1476,-11492,10508,-1696,-565,-234,-126                                     
1140,1464,-11460,10456,-1728,-569,-225,-115                                     
1141,1472,-11500,10544,-1712,-451,-203,-88                                      
1142,1472,-11420,10572,-1696,-544,-199,-91                                      
1143,1524,-11484,10456,-1728,-457,-222,-72                                      
1144,1428,-11432,10564,-1712,-605,-218,-134                                     
1145,1512,-11484,10468,-1696,-444,-255,-75                                      
1146,1420,-11412,10488,-1712,-602,-225,-127                                     
1147,1400,-11608,10584,-1712,-468,-223,-87                                      
1148,1576,-11440,10696,-1728,-523,-198,-93                                      
1149,1412,-11600,10512,-1712,-551,-170,-121                                     
1150,1508,-11524,10496,-1712,-474,-232,-110                                     
1151,1448,-11576,10544,-1728,-607,-169,-137                                     
1152,1404,-11388,10504,-1696,-476,-194,-60                                      
1153,1456,-11552,10596,-1712,-556,-157,-103                                     
1154,1468,-11544,10592,-1728,-443,-135,-54                                      
1155,1500,-11456,10680,-1728,-539,-177,-82                                      
1156,1344,-11560,10644,-1712,-493,-149,-49                                      
1157,1644,-11408,10392,-1696,-508,-184,-106                                     
1158,1476,-11516,10496,-1728,-618,-95,-97                                       
1159,1464,-11516,10456,-1728,-425,-172,-66                                      
1160,1424,-11460,10764,-1696,-562,-179,-76                                      
1161,1416,-11480,10572,-1680,-499,-137,-67                                      
1162,1416,-11472,10444,-1728,-511,-122,-77                                      
1163,1500,-11564,10464,-1712,-531,-138,-73                                      
1164,1376,-11468,10652,-1696,-508,-184,-112                                     
1165,1500,-11396,10504,-1728,-516,-175,-66                                      
1166,1420,-11376,10580,-1712,-514,-130,-63                                      
1167,1392,-11476,10668,-1728,-480,-143,-82                                      
1168,1472,-11476,10416,-1712,-539,-167,-118                                     
1169,1436,-11424,10600,-1712,-499,-166,-100                                     
1170,1464,-11528,10556,-1728,-551,-156,-88                                      
1171,1448,-11496,10660,-1712,-461,-169,-75                                      
1172,1444,-11508,10688,-1696,-557,-130,-63                                      
1173,1348,-11412,10532,-1712,-464,-180,-57                                      
1174,1360,-11480,10572,-1712,-469,-164,-71                                      
1175,1372,-11476,10656,-1696,-512,-161,-106                                     
1176,1516,-11344,10672,-1712,-534,-149,-66                                      
1177,1468,-11460,10608,-1712,-538,-173,-124                                     
1178,1516,-11356,10528,-1696,-456,-169,-60ÿ                                     
Sample,aX,aY,az,Temp,gX,gY,gz                                                   
                                                                                
